City,Wealth Index,No of Hospitals,No of Schools,No of Banks,Cell Phone Facility,Water Resources,Agricultural Lands,Unemployed,No of Govt Officials,No of HIV Patients,Educational Levels,Transport Facilities,Highways,Air Port Facilities,Railway Facilities
Surat,1,955,21744,4003,No,Scarce,5414,3453,3734,568,High,Good,3,No,Yes
Kolkata,7,164,42986,1518,No,Sufficient,2725,8781,4158,250,High,Poor,10,Yes,Yes
Hyderabad,9,977,35434,5278,Yes,Sufficient,4228,4207,3082,944,Low,Poor,1,Yes,No
Jaipur,8,1365,40768,8575,Yes,Sufficient,2706,8032,2909,993,Low,Moderate,1,Yes,Yes
Pune,6,1328,34762,3585,No,Scarce,5833,5699,4566,596,Low,Good,5,Yes,No
Bangalore,9,1949,35962,4190,Yes,Scarce,8756,4560,2369,347,High,Good,4,Yes,No
Pune,7,1043,41417,9552,Yes,Scarce,2031,8560,2567,816,Low,Moderate,6,No,No
Bangalore,1,1292,32060,1301,Yes,Sufficient,1112,3897,4771,486,High,Poor,4,Yes,No
Kolkata,1,366,49554,5946,Yes,Sufficient,7404,9027,1866,850,Low,Poor,4,No,Yes
Mumbai,0,823,38260,6550,Yes,Scarce,8653,4801,4666,937,Medium,Moderate,4,No,No
Chennai,1,1446,14129,6632,Yes,Scarce,5006,7222,2703,737,Low,Moderate,8,No,No
Kolkata,2,934,44876,5811,Yes,Scarce,5531,6218,3385,966,Low,Moderate,6,No,No
Jaipur,9,1250,21398,3246,Yes,Scarce,9888,8591,3807,974,High,Moderate,4,No,No
Mumbai,7,755,36391,1673,Yes,Sufficient,8601,5799,1150,366,Medium,Good,6,Yes,Yes
Pune,10,1342,15083,8927,Yes,Scarce,7138,4840,2706,430,High,Poor,4,No,Yes
Surat,1,1288,9418,1479,Yes,Sufficient,8731,2918,4581,781,High,Poor,4,No,No
Bangalore,3,1829,5392,9776,Yes,Scarce,9322,6571,1793,405,High,Poor,6,No,No
Kolkata,0,1894,38315,2122,Yes,Sufficient,8119,1455,3650,587,Medium,Poor,7,No,No
Surat,0,289,23184,9070,No,Sufficient,2588,1892,1364,231,High,Moderate,4,No,No
Jaipur,2,1879,41864,4414,Yes,Sufficient,2912,5872,1750,539,Low,Poor,4,Yes,No
Surat,6,1156,17192,8286,No,Sufficient,1296,8683,3139,118,High,Good,7,No,Yes
Bangalore,0,1989,34078,2324,Yes,Scarce,1832,3468,2924,117,Medium,Good,6,Yes,Yes
Kolkata,9,1591,16386,4780,Yes,Scarce,7784,2582,2679,550,High,Poor,2,No,Yes
Bangalore,7,763,15691,1367,No,Sufficient,2279,8722,2566,986,Medium,Good,4,Yes,Yes
Ahmedabad,5,1271,25624,4007,No,Scarce,1869,6515,544,786,Low,Moderate,4,Yes,No
Pune,5,2000,18456,8926,Yes,Sufficient,7579,5415,3131,940,High,Moderate,5,No,Yes
Pune,1,190,47771,6892,Yes,Sufficient,2669,7414,3016,188,High,Poor,3,No,No
Chennai,0,1350,12807,4705,No,Sufficient,8747,6560,2745,837,Low,Good,1,No,Yes
Jaipur,8,515,46223,9705,Yes,Sufficient,2736,4482,3147,919,Medium,Moderate,2,Yes,No
Hyderabad,3,1235,28336,3423,No,Sufficient,3667,3321,4668,255,Medium,Moderate,1,Yes,No
Mumbai,8,650,38635,2028,Yes,Sufficient,3181,8236,3239,606,High,Poor,4,Yes,No
Bangalore,4,1065,19292,5831,Yes,Scarce,7968,9816,4335,477,High,Poor,8,Yes,No
Bangalore,7,1776,10162,4144,No,Scarce,7410,6387,532,148,Medium,Good,9,Yes,No
Pune,10,1473,34567,9668,Yes,Sufficient,5106,3761,1369,668,Low,Poor,2,No,No
Mumbai,1,752,10941,1511,No,Sufficient,2895,3855,882,222,High,Good,5,No,No
Surat,1,1831,39270,4580,Yes,Scarce,2570,5632,3899,938,Medium,Good,5,No,No
Jaipur,10,973,43518,3438,No,Sufficient,7195,9307,3219,934,Medium,Moderate,9,Yes,No
Ahmedabad,3,228,17365,3267,No,Sufficient,7631,9820,749,271,Medium,Moderate,8,No,Yes
Ahmedabad,2,256,40731,6382,No,Sufficient,3604,6618,2889,977,Medium,Poor,10,No,No
Bangalore,9,502,28548,7562,Yes,Sufficient,3600,1451,3863,269,Medium,Moderate,7,No,Yes
Pune,8,746,8902,2671,Yes,Scarce,2317,8718,637,895,Medium,Good,9,Yes,Yes
Pune,6,341,43332,8673,Yes,Scarce,8374,5785,4272,557,Medium,Poor,9,Yes,Yes
Bangalore,0,596,38581,9211,Yes,Sufficient,4007,1582,2746,633,Low,Good,8,No,No
Surat,10,1605,41499,7899,No,Scarce,8692,9512,3661,301,High,Moderate,4,Yes,No
Chennai,8,1989,44575,5829,Yes,Sufficient,6403,5922,4218,884,Medium,Poor,4,Yes,No
Pune,2,947,42987,9947,No,Scarce,4352,7672,4362,949,High,Poor,5,Yes,No
Kolkata,8,1654,14612,1517,Yes,Sufficient,8888,5773,4991,649,High,Poor,9,Yes,No
Hyderabad,8,208,45495,4155,No,Sufficient,3954,1452,1838,112,High,Poor,6,No,Yes
Bangalore,9,826,3388,1124,Yes,Sufficient,7531,6510,4360,954,Medium,Good,9,No,No
Delhi,8,207,11459,8746,Yes,Scarce,1094,9843,2557,278,High,Good,9,Yes,Yes
Kolkata,1,1375,25103,4952,No,Scarce,7980,8424,1470,944,Low,Poor,10,No,No
Mumbai,1,1704,12585,8772,Yes,Sufficient,1576,8263,2382,918,High,Good,2,No,Yes
Bangalore,8,519,15577,3968,No,Sufficient,9808,6188,2404,929,Medium,Poor,9,No,Yes
Pune,0,1363,2669,4945,Yes,Sufficient,7072,7507,520,761,Medium,Moderate,10,No,No
Mumbai,9,1758,1987,8306,No,Scarce,7634,8743,2466,146,High,Poor,4,No,Yes
Jaipur,2,1815,3667,4937,No,Scarce,5049,5887,4151,436,Medium,Good,8,Yes,No
Chennai,10,837,27736,6420,No,Sufficient,3632,1137,4203,423,High,Good,7,Yes,No
Delhi,0,970,29312,7888,No,Scarce,9819,1265,4877,454,Low,Moderate,1,No,Yes
Surat,2,651,25326,6644,No,Scarce,2163,4099,3332,527,Low,Good,2,No,Yes
Delhi,7,1230,35454,8632,Yes,Scarce,2154,1271,2903,726,Medium,Good,9,No,Yes
Jaipur,1,1649,11064,5485,Yes,Sufficient,7766,1397,2765,586,Medium,Poor,2,No,No
Bangalore,1,1798,5297,8339,No,Scarce,2769,8699,2959,448,High,Moderate,5,Yes,Yes
Bangalore,9,1241,9694,9172,Yes,Scarce,7302,8196,2099,435,Low,Poor,9,No,Yes
Ahmedabad,2,1629,23117,6265,Yes,Scarce,3471,7495,2798,740,Medium,Poor,6,No,No
Bangalore,3,1188,47340,8519,No,Scarce,3764,8740,1330,440,High,Good,3,No,Yes
Jaipur,5,1879,10382,7726,Yes,Sufficient,4744,5007,782,677,High,Moderate,7,No,Yes
Surat,1,1509,3404,2883,No,Scarce,9686,6168,4577,822,High,Poor,1,No,No
Jaipur,7,453,5205,1966,No,Sufficient,8540,4876,3166,911,Low,Moderate,3,Yes,No
Hyderabad,4,1320,17703,7313,Yes,Scarce,8997,7597,1649,339,Medium,Moderate,4,Yes,Yes
Hyderabad,4,1596,28745,7835,No,Sufficient,8315,7494,4606,782,Low,Poor,1,Yes,Yes
Kolkata,8,1247,35903,5392,Yes,Sufficient,4132,2956,723,745,Medium,Poor,6,No,Yes
Pune,1,282,11742,7154,Yes,Sufficient,8056,4479,4094,244,High,Poor,9,No,No
Pune,10,498,9802,7677,Yes,Scarce,1979,9860,4449,310,High,Moderate,2,No,No
Kolkata,5,809,6589,5394,No,Scarce,4848,2256,1469,540,Low,Poor,9,No,No
Mumbai,1,1173,42133,1228,Yes,Sufficient,1143,8452,3646,786,Low,Poor,1,No,No
Pune,0,613,48963,6900,No,Scarce,7512,6071,4193,111,High,Moderate,7,Yes,No
Delhi,0,456,14845,2831,Yes,Sufficient,1997,7782,1040,242,Medium,Good,8,No,Yes
Bangalore,6,1006,14041,8539,Yes,Scarce,8162,5390,845,740,Low,Poor,9,Yes,No
Kolkata,3,1390,2423,9549,Yes,Scarce,2198,5670,2217,683,Medium,Good,9,No,No
Pune,8,226,39232,1834,No,Sufficient,8122,4144,1365,794,Medium,Poor,1,No,No
Kolkata,9,717,8228,1630,No,Sufficient,3415,8383,2227,227,Medium,Good,5,No,Yes
Ahmedabad,0,266,26869,3122,Yes,Scarce,5984,4799,1257,579,High,Good,2,No,No
Jaipur,7,954,20989,1998,No,Scarce,8178,9735,2499,652,High,Moderate,10,Yes,Yes
Kolkata,9,499,20055,5512,No,Sufficient,1660,1426,2093,114,Medium,Good,5,Yes,No
Delhi,10,934,20656,8105,No,Sufficient,2721,4487,3233,152,Low,Good,4,No,Yes
Pune,0,371,43711,3928,Yes,Scarce,3972,3798,4398,456,High,Poor,2,No,No
Pune,9,1502,28543,3085,Yes,Sufficient,1191,6046,2485,981,High,Good,2,Yes,No
Mumbai,6,900,10517,5735,Yes,Sufficient,5214,2317,3360,203,Medium,Good,3,Yes,No
Ahmedabad,0,327,24716,8143,Yes,Scarce,9057,6697,4703,345,High,Good,4,Yes,Yes
Surat,0,1777,39079,5593,Yes,Sufficient,2953,7355,685,997,Low,Good,8,No,Yes
Delhi,0,311,5507,5982,Yes,Sufficient,4686,5596,2436,564,High,Poor,10,No,Yes
Hyderabad,9,264,3808,1274,No,Sufficient,3909,8632,4283,323,Medium,Poor,3,No,Yes
Surat,3,1074,6272,8239,Yes,Sufficient,5701,2955,4180,639,High,Moderate,1,Yes,Yes
Mumbai,2,1498,12926,6173,No,Sufficient,2577,5070,1209,287,Low,Poor,9,Yes,No
Ahmedabad,3,1577,40491,4723,Yes,Scarce,5894,9099,1626,446,Low,Poor,5,Yes,Yes
Jaipur,4,856,41258,6667,No,Sufficient,1383,8929,1886,470,High,Good,10,Yes,No
Ahmedabad,9,1444,7657,9392,No,Scarce,6682,4593,2364,269,High,Good,8,No,Yes
Chennai,4,827,24392,8074,Yes,Scarce,2241,2313,3768,821,High,Moderate,9,Yes,Yes
Ahmedabad,1,1644,8169,9034,Yes,Scarce,6754,8519,3008,615,Medium,Moderate,6,Yes,Yes
Hyderabad,0,1414,40222,1685,Yes,Scarce,6957,1655,2864,371,Low,Moderate,1,Yes,Yes
Hyderabad,7,236,15189,4283,Yes,Scarce,3440,1321,4265,369,High,Good,7,No,Yes
Kolkata,8,1631,32448,6592,Yes,Sufficient,8014,2331,1572,803,Low,Poor,6,Yes,No
Delhi,10,531,28018,9635,Yes,Sufficient,3890,1828,3531,953,High,Good,1,Yes,No
Bangalore,0,965,6875,9831,No,Scarce,6220,6361,3493,588,High,Poor,4,Yes,Yes
Hyderabad,9,1875,5600,7145,No,Scarce,1915,1217,565,395,Medium,Poor,10,No,Yes
Mumbai,10,149,40367,6166,No,Sufficient,9906,6927,4010,782,Low,Poor,9,Yes,Yes
Jaipur,4,891,27780,2046,No,Scarce,9453,5510,1534,868,High,Good,5,Yes,No
Delhi,8,1117,44348,1171,Yes,Sufficient,9313,9032,4931,368,Low,Good,9,Yes,Yes
Bangalore,3,1070,2216,5700,No,Scarce,7977,6753,1190,314,Medium,Moderate,7,Yes,Yes
Bangalore,3,578,31801,8115,No,Scarce,7106,1577,1533,619,Medium,Moderate,5,Yes,No
Hyderabad,9,1774,1106,7132,No,Scarce,6045,6882,4217,213,High,Moderate,7,Yes,Yes
Chennai,0,515,40466,9700,No,Scarce,2502,6099,4347,539,Low,Moderate,1,No,No
Kolkata,1,421,13306,7500,Yes,Sufficient,2023,1727,2463,755,Medium,Moderate,9,Yes,No
Surat,5,1392,22379,3389,No,Scarce,3517,6563,4170,590,Medium,Good,6,No,Yes
Surat,4,925,33048,8381,No,Scarce,3894,4760,2985,414,Medium,Poor,7,No,No
Chennai,0,1943,3918,9657,No,Scarce,9029,8799,1098,144,High,Moderate,6,Yes,No
Hyderabad,7,1026,24502,9981,No,Sufficient,8520,8930,1280,950,Medium,Poor,4,Yes,No
Ahmedabad,10,1240,13020,6387,No,Sufficient,3590,6580,2897,689,High,Poor,1,No,No
Mumbai,6,374,2743,6347,Yes,Scarce,1013,1624,1711,739,Low,Good,9,No,No
Kolkata,9,1524,48260,8470,Yes,Scarce,9204,3659,4804,996,Low,Moderate,6,Yes,No
Surat,8,1275,3219,7845,Yes,Scarce,8815,4005,3688,886,Low,Good,5,No,No
Ahmedabad,8,1919,3174,4335,Yes,Sufficient,3444,7715,978,777,Medium,Moderate,3,Yes,No
Ahmedabad,2,419,3676,1754,No,Scarce,7617,2317,1797,398,Low,Good,2,No,Yes
Ahmedabad,5,333,36265,3538,Yes,Sufficient,9344,9276,4161,654,High,Poor,10,No,No
Bangalore,4,1057,26285,3137,No,Scarce,1656,4557,4622,163,High,Poor,2,Yes,No
Ahmedabad,1,921,15644,7749,Yes,Scarce,2189,6941,3087,557,Medium,Good,5,No,No
Jaipur,0,1303,2160,4623,Yes,Scarce,2894,7597,2394,462,Low,Good,5,Yes,Yes
Mumbai,2,821,18624,7259,No,Sufficient,7427,8733,1202,784,Medium,Good,8,No,Yes
Ahmedabad,8,1266,33394,3126,Yes,Scarce,6619,5061,1727,126,Medium,Good,1,Yes,Yes
Chennai,2,1250,10663,8152,No,Scarce,4866,8086,3315,921,High,Poor,10,No,No
Mumbai,7,1751,33581,3280,No,Sufficient,6427,5963,3412,414,Low,Good,2,No,No
Pune,5,1368,44436,5495,Yes,Sufficient,1026,1690,2770,511,Low,Moderate,8,No,Yes
Bangalore,6,237,35476,4605,Yes,Scarce,6640,6920,2429,300,Medium,Good,8,No,No
Bangalore,4,135,43940,5342,Yes,Sufficient,6048,2137,2472,986,High,Poor,2,No,Yes
Chennai,6,1409,10330,8857,No,Scarce,2940,3293,1771,394,Medium,Good,10,No,Yes
Pune,0,320,47544,4743,No,Sufficient,5867,6789,3172,574,High,Good,5,Yes,No
Jaipur,0,1419,9549,1287,Yes,Scarce,6731,9695,2388,911,Medium,Poor,1,Yes,No
Delhi,0,1925,13005,3934,Yes,Scarce,1742,7649,4009,207,Medium,Moderate,6,Yes,Yes
Kolkata,2,879,46891,5499,Yes,Sufficient,2771,4256,1441,407,High,Poor,3,Yes,No
Surat,1,357,15691,3799,Yes,Sufficient,5184,6509,1325,288,High,Moderate,7,No,No
Delhi,5,1156,2129,3496,No,Scarce,4037,3578,4610,684,Medium,Moderate,4,No,Yes
Surat,5,1826,24077,9981,No,Scarce,1922,4000,509,725,High,Good,2,No,Yes
Bangalore,7,805,17723,1635,No,Scarce,5149,1379,866,667,High,Poor,8,No,Yes
Hyderabad,0,1872,2556,8883,No,Sufficient,7831,1742,3585,539,High,Poor,1,Yes,No
Ahmedabad,1,861,3869,7276,Yes,Sufficient,9686,9652,2595,290,Medium,Moderate,9,Yes,No
Chennai,2,1778,10958,5581,No,Sufficient,1333,8634,940,572,Low,Moderate,10,Yes,Yes
Mumbai,10,1965,23648,6983,No,Scarce,5382,7878,4702,396,Low,Moderate,8,No,Yes
Hyderabad,9,1353,28089,8222,No,Sufficient,8915,3081,949,840,Low,Poor,6,No,Yes
Ahmedabad,4,341,16171,5226,No,Sufficient,7302,6502,2054,690,Medium,Moderate,2,No,Yes
Mumbai,4,393,34286,8073,Yes,Scarce,3473,7274,1009,710,High,Good,3,No,No
Bangalore,7,2000,1547,4561,Yes,Scarce,3646,7381,799,944,Medium,Moderate,1,No,Yes
Mumbai,3,186,24006,6779,No,Scarce,5473,8087,1923,560,High,Poor,8,No,Yes
Chennai,2,737,41480,8903,Yes,Scarce,2727,9008,4953,255,Low,Poor,1,No,No
Mumbai,6,1815,30118,6164,Yes,Sufficient,5964,3221,3701,503,Medium,Moderate,8,Yes,Yes
Surat,5,810,5030,7654,No,Sufficient,4554,1073,2800,586,Medium,Good,1,No,Yes
Kolkata,4,305,11430,5490,Yes,Sufficient,8379,9711,1903,264,Low,Poor,4,No,Yes
Kolkata,6,1366,15973,8700,No,Scarce,9631,9962,1467,491,Medium,Moderate,2,Yes,Yes
Mumbai,1,1328,31506,9902,No,Sufficient,9684,5504,1025,606,Medium,Moderate,10,Yes,Yes
Ahmedabad,5,1275,4730,2368,No,Sufficient,3834,5581,2395,703,Low,Poor,6,Yes,Yes
Chennai,5,1866,15487,4528,No,Sufficient,7448,6794,658,554,Low,Poor,8,No,No
Chennai,5,356,47135,5493,Yes,Scarce,3052,2245,2945,616,Medium,Moderate,1,Yes,Yes
Surat,9,1760,7166,5139,Yes,Scarce,8657,5789,4666,111,Medium,Moderate,4,Yes,Yes
Bangalore,8,1867,28571,7581,Yes,Scarce,7832,1150,3185,576,Low,Poor,2,No,No
Hyderabad,9,1164,38848,5290,No,Scarce,5646,9107,3783,268,High,Moderate,6,Yes,No
Bangalore,6,955,49325,9327,No,Scarce,7300,8432,3252,553,High,Moderate,4,Yes,No
Delhi,4,486,10384,9412,No,Scarce,5566,3109,4418,673,High,Good,3,Yes,No
Pune,5,306,45509,5763,No,Scarce,3801,8663,3913,490,Low,Good,5,No,No
Bangalore,9,1875,20933,6406,Yes,Sufficient,9316,1767,651,990,Low,Moderate,2,Yes,Yes
Mumbai,7,1264,44482,9500,Yes,Scarce,7569,1014,2059,122,Low,Moderate,4,No,Yes
Pune,10,444,25367,3834,No,Scarce,6944,3324,4904,822,Low,Moderate,8,No,No
Bangalore,10,1209,37694,9759,No,Scarce,2982,6520,3520,378,Medium,Moderate,7,Yes,Yes
Bangalore,2,556,44659,5452,Yes,Sufficient,8842,2403,3717,263,Medium,Poor,8,Yes,No
Jaipur,9,986,1115,2114,Yes,Scarce,2939,6133,1971,218,Medium,Moderate,9,No,Yes
Pune,9,1541,12057,3707,Yes,Scarce,8844,1560,4770,291,Low,Moderate,7,Yes,No
Hyderabad,9,1958,22290,4178,No,Scarce,3384,4243,1151,141,Low,Good,7,No,No
Delhi,9,133,45225,8967,Yes,Sufficient,8158,7885,681,691,Low,Poor,9,No,Yes
Chennai,9,1245,19227,9445,Yes,Scarce,8149,3709,1283,457,High,Poor,10,Yes,No
Hyderabad,4,980,40661,1212,Yes,Sufficient,2265,6417,4184,421,Low,Moderate,5,Yes,Yes
Hyderabad,6,554,23763,6285,Yes,Sufficient,4092,8286,1619,340,High,Good,6,No,No
Mumbai,2,810,3755,6234,Yes,Sufficient,4069,3863,1194,376,Medium,Poor,8,No,No
Mumbai,1,629,44529,8046,Yes,Scarce,5807,2843,4831,817,Medium,Moderate,2,Yes,No
Bangalore,1,1831,20339,2497,No,Sufficient,8022,4628,2060,795,Medium,Moderate,7,No,No
Hyderabad,7,984,36684,5099,No,Sufficient,2050,1785,2164,104,Medium,Good,1,No,No
Jaipur,7,448,43535,1502,No,Scarce,4658,6164,3293,563,Medium,Moderate,5,Yes,Yes
Hyderabad,9,521,10444,9852,No,Scarce,8696,9532,2385,789,Medium,Poor,7,Yes,No
Jaipur,1,265,25917,5310,Yes,Scarce,8157,1277,2485,127,Medium,Moderate,9,Yes,No
Pune,9,1449,2358,2019,No,Sufficient,6390,8557,2655,321,Low,Good,5,Yes,No
Pune,2,1658,3971,5190,Yes,Scarce,7732,2489,3860,344,High,Moderate,9,No,No
Ahmedabad,6,1392,32152,8631,No,Sufficient,4100,2009,2222,584,Medium,Poor,1,Yes,No
Chennai,6,1823,48501,3089,No,Scarce,4072,1650,3061,354,Low,Moderate,2,No,No
Surat,10,1295,25844,8768,No,Sufficient,8118,2075,3531,798,Low,Good,1,No,No
Bangalore,10,332,27663,6819,Yes,Scarce,5947,8753,776,982,High,Good,1,No,No
Pune,3,512,47659,8222,No,Scarce,5750,7624,1645,846,Medium,Good,9,Yes,Yes
Hyderabad,8,1443,27612,1372,No,Sufficient,5010,8963,1435,962,High,Poor,4,No,No
Jaipur,6,933,6531,4451,No,Sufficient,2388,4294,1333,667,High,Moderate,1,Yes,Yes
Mumbai,4,1879,47889,1406,Yes,Scarce,4655,7551,704,753,Medium,Good,6,No,No
Kolkata,3,208,14435,2293,No,Sufficient,9607,5965,3341,510,High,Moderate,10,Yes,No
Pune,7,1644,4974,7882,No,Sufficient,2750,5932,3961,204,Medium,Poor,9,No,No
Surat,9,249,41991,8568,Yes,Sufficient,7988,7275,3677,200,Low,Good,5,Yes,Yes
Mumbai,10,660,10757,4744,Yes,Scarce,2991,4608,4235,954,Medium,Poor,4,Yes,Yes
Kolkata,0,194,23789,2418,Yes,Scarce,1502,4072,1012,367,Medium,Moderate,10,No,Yes
Mumbai,2,1560,23352,1761,No,Sufficient,3530,1777,3949,852,Low,Good,8,No,Yes
Pune,1,1919,42358,8402,No,Scarce,7460,4550,1931,874,Low,Good,4,No,No
Kolkata,7,888,1515,9622,Yes,Sufficient,9946,2057,4550,997,High,Good,10,Yes,No
Kolkata,1,792,37178,4440,No,Scarce,9336,3450,2816,364,Low,Moderate,6,No,Yes
Ahmedabad,9,1902,38585,3045,No,Scarce,6386,5863,2818,310,High,Good,8,No,Yes
Hyderabad,4,913,40636,2538,Yes,Scarce,1451,5475,4803,195,High,Good,7,No,Yes
Bangalore,5,428,39842,1458,No,Sufficient,3516,8523,1889,867,Low,Poor,10,No,Yes
Hyderabad,1,371,10335,8273,No,Scarce,4245,6826,4498,872,High,Poor,8,No,No
Mumbai,5,1998,33862,3952,No,Sufficient,7715,6072,2842,615,Low,Poor,9,No,No
Chennai,2,1271,16826,7163,Yes,Sufficient,2908,9304,4531,909,Low,Good,7,No,No
Jaipur,3,182,47661,3583,Yes,Scarce,2109,4393,2368,474,High,Poor,5,No,Yes
Mumbai,3,1878,4919,1846,No,Sufficient,8360,7735,1576,735,Medium,Poor,2,No,No
Chennai,1,1895,44430,8970,Yes,Scarce,2167,5754,1336,923,Medium,Poor,7,No,No
Chennai,9,444,27088,4319,Yes,Scarce,8492,1206,4504,463,Low,Moderate,7,Yes,No
Jaipur,6,1817,31094,4047,No,Scarce,1009,5342,798,592,High,Moderate,6,Yes,No
Jaipur,9,280,44368,3249,Yes,Sufficient,1241,6423,1500,297,Low,Good,6,Yes,Yes
Ahmedabad,4,1472,7864,1960,Yes,Scarce,1543,3662,4770,821,High,Poor,1,No,No
Pune,8,1593,12967,2761,No,Scarce,4927,3507,2009,135,Medium,Moderate,1,No,No
Surat,2,1835,38993,8928,Yes,Sufficient,8399,7553,3293,954,High,Moderate,1,No,Yes
Delhi,1,517,30337,4450,No,Sufficient,6423,8108,2411,479,Medium,Poor,2,Yes,Yes
Kolkata,2,1364,6988,7214,No,Scarce,6473,6964,3602,436,Low,Good,9,No,Yes
Chennai,0,1376,28385,3128,No,Scarce,3374,8254,2715,422,High,Good,3,Yes,No
Mumbai,6,680,16929,2704,No,Scarce,9867,9215,2479,681,Medium,Good,5,No,Yes
Chennai,8,947,44120,8390,No,Sufficient,5079,9484,3794,265,High,Poor,3,No,No
Hyderabad,6,1187,35452,8681,Yes,Sufficient,4779,5940,4932,466,Medium,Good,10,Yes,Yes
Hyderabad,0,850,44235,4945,Yes,Scarce,5305,3032,3437,664,High,Good,5,No,Yes
Surat,8,1639,31645,5990,No,Scarce,7422,6124,4128,759,Low,Poor,9,No,Yes
Chennai,5,759,37195,3708,Yes,Scarce,7333,3680,3555,214,Low,Good,2,Yes,Yes
Jaipur,1,950,6842,6294,Yes,Scarce,3404,5685,1183,706,Medium,Poor,3,Yes,No
Surat,3,1369,37108,1211,No,Sufficient,7139,2355,4787,934,Low,Good,8,Yes,Yes
Pune,4,911,46525,6870,Yes,Scarce,2330,5611,3589,249,High,Poor,1,No,No
Hyderabad,6,1189,21352,2977,No,Sufficient,2635,5546,3516,364,Medium,Poor,5,No,No
Surat,8,1003,20505,9252,Yes,Sufficient,9447,8979,619,629,High,Moderate,4,Yes,No
Pune,1,849,22173,3621,No,Sufficient,9694,6486,4091,922,High,Poor,10,No,Yes
Delhi,2,1065,39091,6835,Yes,Scarce,5925,6529,4911,785,Low,Good,3,No,Yes
Ahmedabad,10,992,23092,9373,Yes,Scarce,5363,5005,2645,106,Low,Poor,4,No,No
Jaipur,7,516,21337,7817,No,Scarce,7118,6735,4454,718,High,Poor,1,No,Yes
Ahmedabad,9,1560,26386,7905,Yes,Scarce,7445,7567,3874,286,High,Moderate,5,No,Yes
Delhi,0,1923,47933,7828,Yes,Scarce,6336,3719,3696,835,Medium,Poor,1,Yes,Yes
Bangalore,6,210,12408,5791,Yes,Scarce,1489,9491,3133,916,Medium,Moderate,5,No,Yes
Ahmedabad,1,756,14949,5558,Yes,Sufficient,1391,9749,4363,294,High,Moderate,5,Yes,Yes
Mumbai,3,1430,48392,4051,Yes,Scarce,4492,7270,4498,769,Low,Poor,7,No,No
Delhi,7,558,48095,4610,Yes,Scarce,7601,9806,2114,868,High,Poor,7,Yes,Yes
Delhi,2,139,5768,3550,Yes,Scarce,2968,6005,3555,720,High,Good,4,Yes,Yes
Delhi,10,166,28683,2785,No,Scarce,3251,3917,1650,484,Low,Poor,9,Yes,No
Bangalore,10,1942,4472,9816,No,Scarce,5130,5934,3630,829,High,Poor,7,Yes,Yes
Hyderabad,4,1680,13249,7808,No,Scarce,8044,7149,2199,600,Medium,Moderate,1,No,No
Mumbai,10,438,25337,4190,Yes,Sufficient,6792,4827,3742,708,Low,Moderate,1,No,No
Bangalore,8,530,43038,8093,No,Sufficient,7271,3272,2221,700,Low,Moderate,1,No,Yes
Delhi,1,452,23843,4837,No,Scarce,8711,5475,3109,191,High,Moderate,6,No,Yes
Mumbai,5,581,29581,7108,Yes,Scarce,5454,4840,4444,904,Low,Moderate,7,Yes,Yes
Jaipur,4,515,20054,5938,No,Sufficient,1626,3355,2839,599,Medium,Good,5,Yes,No
Hyderabad,1,906,31074,7839,No,Sufficient,6749,8425,2744,638,Low,Moderate,7,Yes,Yes
Kolkata,6,1120,7665,9210,Yes,Sufficient,7363,7055,2563,320,High,Moderate,5,No,Yes
Delhi,9,149,36773,9402,No,Sufficient,7141,5743,2677,441,High,Moderate,1,Yes,Yes
Ahmedabad,9,1566,38399,3151,Yes,Scarce,3618,4929,4236,407,Low,Poor,4,Yes,Yes
Pune,10,767,41859,1974,Yes,Sufficient,7526,9779,628,519,Low,Moderate,7,Yes,No
Jaipur,4,1613,48036,8553,Yes,Sufficient,5254,6674,4589,899,Low,Moderate,4,Yes,Yes
Jaipur,8,378,2150,7070,No,Sufficient,9196,4040,2827,632,High,Poor,2,No,Yes
Kolkata,2,414,29882,8094,No,Scarce,2886,7181,1342,353,High,Moderate,1,No,No
Bangalore,4,467,20024,3024,Yes,Sufficient,6227,6169,4875,900,Medium,Poor,1,Yes,Yes
Delhi,3,855,21769,5925,No,Sufficient,9868,7826,2099,749,Medium,Poor,4,No,No
Chennai,7,1172,38576,6322,Yes,Sufficient,3676,6773,2374,105,Medium,Poor,5,Yes,Yes
Delhi,7,501,43558,2071,Yes,Scarce,7653,1846,2417,828,Low,Good,5,No,No
Ahmedabad,3,554,19273,4264,No,Sufficient,5310,5482,4043,135,Medium,Good,1,Yes,No
Ahmedabad,7,182,47184,8245,Yes,Scarce,6466,7072,3192,806,High,Good,10,Yes,Yes
Ahmedabad,6,314,29390,5237,No,Sufficient,6107,7337,2919,525,High,Poor,9,Yes,Yes
Hyderabad,1,935,40443,3681,No,Scarce,4294,6661,4150,110,High,Good,1,Yes,Yes
Hyderabad,5,1369,23315,1313,No,Sufficient,7473,8621,1461,377,Low,Moderate,8,Yes,No
Jaipur,8,773,1024,2357,No,Sufficient,1399,4578,1162,704,Medium,Poor,7,Yes,Yes
Delhi,0,561,21790,6327,No,Sufficient,1910,5939,2319,462,Low,Moderate,4,No,Yes
Surat,4,162,12336,7075,No,Scarce,8705,4021,1871,351,Medium,Moderate,1,Yes,No
Kolkata,7,830,2322,8062,No,Sufficient,8297,4157,3667,490,High,Good,10,Yes,No
